hexagram_id,hexagram_name,line_number,fortune_value,fortune_text,interpretation
56,火山旅,6,-1,凶,「号〓」は泣き叫ぶこと。「易」はここでは境界のこと。「鳥がその巣を焼かれるように宿を失う。最初は高笑いしていた旅人が後には泣き叫ぶ。大切な牛を境界で見失う。凶」。旅の目的を忘れ、旅人の分限を忘れた末路でしょう。あなたの驕慢さ、冷酷さが災いして拠点を失い、途方に暮れる時です。文字どおり、災難に注意するべし。◎あなたの考え方、進み方に大きな欠陥があります。よく反省し、方針の転換をしましょう。
57,巽為風,1,0,平,「進んだり退いたりする。武人のように断固として行なうことだ」。ぐずぐずと迷って、結局は何もできない時です。ひとたびこうと決めたのなら強い意志を持って腹を据えて行動することです。
57,巽為風,2,1,吉,「牀」はベッド。「史巫」は神主と巫女のことで、ひいては占いのこと。「粉若」は紛らわしいこと、疑わしいこと。「ベッド中に入り込んでいる者がいる。疑わしいので、占いを用いて確かめる。このくらい慎重だと吉で問題はない」。情報不足で、疑いの多い時です。足を引っ張る者に気をつけて慎重にすることです。上下との交流を密にし、情報を集めること。
57,巽為風,3,0,平,「しきりに遜（へりくだ）る。非難される」。二股膏薬の如く、卑屈で節操がありません。周囲の人はあなたの誠意のなさをお見通しです。見境なくペコペコ頭を下げずに、分別とプライドを持って自分を取り戻すことです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
57,巽為風,4,1,吉,「三品」は上・中・下の三種の肉。「悔いがなくなる。狩に出て、三種の獲物を得る」。幅広い信頼を得て大いに働き、大いに利益の上がる時です。人を立て、協力して行なうことです。動かないことには収穫はありません。◎良い時です。
57,巽為風,5,1,吉,「先庚三日」は十干の庚の三つの手前で丁、すなわち丁寧。「後庚三日」は庚の三つ後で癸、すなわち揆（はか）り考えること。「貞正にして吉。悔いがなくなる。よろしい。初めはよくなくても終わりは良い。事を改める前後は丁寧に、また、よく考えて行う。吉」。多少時間がかかっても臨機応変にしてかつ断固やり遂げるべき時です。事の前後に細心の注意を払うこと。◎良い時です。
57,巽為風,6,-1,凶,「牀」はベッド。「資斧」は資本と武力、すなわちお金と権力のこと。「ベッドの下に入りこむように遜る。卑屈ゆえ、お金も権力も失う。貞正であっても凶」。あなたは完全に自分を見失っているイエスマンです。あるいは、私欲のために巧言令色を駆使し、必要以上に遜っている時です。今のままでは人に疎まれ、財産も地位も権威も何もかも失ってしまいます。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
58,兌為沢,1,1,吉,「和して喜ぶ。吉」。現状を守って、平和な時です。◎良い時です。
58,兌為沢,2,1,吉,「誠をもって喜び合う。吉。悔いがなくなる」。誠実さが開運を招く時です。信頼関係を大切に。◎良い時です。
58,兌為沢,3,-1,凶,「喜びを求めてくる。凶」。下心を持った者が近づいてきているか、あなた自身が巧言でもって人を欺こうとしている危険な時です。うまい話は破滅のもとです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
58,兌為沢,4,0,平,「商」は比べ量る。「寧」は安定する。「介」は境界をつくって自らを固く守ること。「疾」は病気のように災いをもたらすもののこと。「どちらの喜びをとろうかと比べて迷う。邪悪なものから身を守って喜びがある」。酒や女、ワイロなどの邪道を退けて正道に立ち帰る時です。私情や私欲を制して、本来の目的に専念すること。
58,兌為沢,5,0,平,「剥」は削り落とすこと。「引きずりおろそうと邪心をもつ者が親しくしようとして来る。危険である」。詐欺に用心する時です。足をすくわれないように気を許さず、身を守ることです。
58,兌為沢,6,0,平,「巧言令色でもって人を引き入れて喜ぶ」。取り巻きを引き連れて得意になっているような時です。志の低さを反省すべきです。ただし、引退、退職して余生を楽しむには良い機会です。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
59,風水渙,1,1,吉,「救うのに馬が強壮であれば吉」。力が弱い時なので、力強き人の援助を急いで求めましょう。
59,風水渙,2,0,平,「机」は肘かけ。「風水渙の時、身を安んじる所に走る。悔いがなくなる」。有力者の援助を大急ぎで求める時です。基礎を固めて安定させること。
59,風水渙,3,0,平,「我が身を顧みずに尽くす｡悔いはない」。利己心を散らして、自分の身を粉にして全力投球する時です。体裁にはこだわらないこと。
59,風水渙,4,2,大吉,「丘」は高い志。「夷」は平常の意味。「派閥を解散する。大いに吉。一度解散して新たに高きに従い集まる。凡人の考えでは及ばないことだ」。いったん解散してこそ立派な大同団結のできる時ですが、平凡な手段では効果が少ないでしょう。広い視野と大胆な行動力が求められる時です。◎大変良い時です。
59,風水渙,5,1,吉,「渙汗」は詔令を発すること。「大号」は大政令のこと。「王居」は王の蓄えたもの。「大政令を発して、王の蓄えたものを与えて民を苦しみから解放する。問題はない」。大きなことを行って良い時。人のために骨折ることを惜しまなければ自らも利を得ることができます。自信を持って初志を貫くこと。◎良い時です。
59,風水渙,6,0,平,「流血沙汰から遠ざかり、危険から遠く流れ去る。問題はない」。面倒なことから速やかに退き、安全を図る時です。「見ざる、聞かざる、いわざる」に徹すること。
60,水沢節,1,0,平,「庭から外に出ない。問題はない。」完全防備で内部を固める時です。実力も外に表わさず控えることです。
60,水沢節,2,-1,凶,「外に出るべき時なのに、門内の庭から外に出ようとしない。凶」。動くべき時に動かず、チャンスを逸して失敗する時です。外に目を向けて、判断力、積極性を身につけることです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
60,水沢節,3,0,平,「嗟若」は嘆き悲しむこと。「節度を守らないと、やがて嘆き悲しむことになる。改めれば問題ない」。色欲に溺れるなどして節度を失い、自制できずに破滅に至りやすい時です。自業自得というもの。◎あなたの考え方、進み方に問題点があります、よく反省し、改めましょう。
60,水沢節,4,1,吉,「節度を守って安泰を得る。通じる」。分相応を守って安泰を得る時です。あなたの人当たりの良さが評価されています。上司に従うこと。◎良い時です。
60,水沢節,5,1,吉,「節度を守って心から安んじ楽しむ。吉。進んで行けば尊敬される」。無理なく楽しく、節度を保てる時です。あなたも周囲の人も皆、素直に喜べるような方針で進むことです。◎良い時です。
60,水沢節,6,-1,凶,「度を越した節制に固執するのは凶。しかし、節制することには意義があるので悔いはなくなる」。あなたの窮屈な潔癖さに他の人がうんざりしている時です。原則にとらわれすぎず、もう少し寛容になりましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
61,風沢中孚,1,1,吉,「虞」はよく考えること。「它」は他に心を移すこと。「よく考えれば吉。他に心を移せば安きを失う」。本業を固く守る時です。心変わりは禁物です。◎良い時です。
61,風沢中孚,2,2,大吉,「爵」は盃のこと。「親鶴が山陰から鳴けば，子鶴もそれに応じて鳴く。ここに、うまい酒を盛った盃がある。ともにこの酒を飲み交わそうではないか」。以心伝心の時です。喜びも利益も人と分かち合うことが大切です。◎大変良い時です。
61,風沢中孚,3,0,平,「敵が現れた。太鼓を打ち鳴らす。急にやめる。あるいは、泣いたり，歌ったりする」。見境なく心が不安定で、ヒステリックな状態の時です。何事も中途半端に終わるので、進んで事を行なわないことです。とにかく冷静になる事が肝要です。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
61,風沢中孚,4,1,吉,「望」は満月のこと。「匹」は仲間のこと。「月が満月に近い。馬がその連れ合いを失う。問題はない」。良くない仲間とは縁を切る時です。私事より公事、私利より公益を優先すべし。◎良い時です。
61,風沢中孚,5,2,大吉,「攣如」は手を取り合うこと。「誠があって手を取り合うようにしっかりと心を合わせて相親しむ。問題はない」。良きパートナーを得て心を一つにする時です。協調を旨とすること。◎大変良い時です。
61,風沢中孚,6,-1,凶,「翰音」は鶏のこと。「ろくに飛べない鶏は天に昇ってもすぐ落ちる。貞正であっても凶。できもしないことを望み、実力に乏しいのに掛け声ばかり、イキがるばかりで長続きしない時です。分をわきまえる必要があります。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
62,雷山小過,1,-1,凶,「鳥がひたすら高く飛ぼうとする。凶」。柄もわきまえずに高い地位や一攫千金ばかり夢見て、破滅に至る時です。強欲にも限度があります。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
62,雷山小過,2,0,平,「祖」は祖父。「妣」は祖母のこと。「祖父の前を通り過ぎて祖母に会う。君主に直接会わずに、その臣下に会う。問題はない」。控え目に行動し、目上の人を尊重する時です。直接当たるより代理人に当たったほうがうまくいく時。
62,雷山小過,3,-1,凶,「壯］は傷害を被ること。「出すぎないようにして防ぐ。人に従えば傷つけられる。凶」。外からもたらされる災難や迷惑に備えるべき時です。悪い仲間とは関係を絶ち、誘惑から身を守ること。◎あなたの考え方、進み方に大きな欠陥があります。よく反省し、方針の転換をしましょう。
62,雷山小過,4,0,平,「問題はない。出すぎることなく応じる。進んで応じれば危ういので、必ず用心することだ。同じ態度を固持してはならない」。むやみに人を信用してはならない時です。進んで事を起こすべからず。
62,雷山小過,5,0,平,「弋」は矢に糸をつないで鳥を捕らえる道具のこと。「西郊より密雲をなしてもまだ雨が降ってこない。公が糸のついた矢を放って穴の中に潜む獲物を獲るように、良い家臣を探し当てる」。何事もスムーズに進まぬ時です。隠れた人材をあの手この手で探し出して協力を求めることです。
62,雷山小過,6,-1,凶,「災[生/目]」は天災と人災のこと。「図に乗ってやりすぎた。飛ぶ鳥が網にかかるのと同じで凶。これを天災、人災というのだ」。人の意見に耳を貸さず調子に乗って突き進み、仕掛けられた罠や深みに自らはまるような時です。身の程を知り、目を覚ますことです。◎あなたの考え方、進み方に大きな欠陥があります。よく反省し、方針の転換をしましょう。
63,水火既済,1,0,平,「車輪を縄で縛りつける。狐が川を渡ろうとして尾を濡らし渡れない。前進しなかったら問題はない」。今は何事も前進するときではありません。しばらく心身を休めましょう。
63,水火既済,2,0,平,「弗」は髪飾りのこと。「婦人が髪飾りを失くしたが、探さなくとも七日もすれば戻ってくる」。放任主義が一番の時です。トラブルが起こっても自然に解決しますので、ゆったりと構えて待つことです。
63,水火既済,3,0,平,「高宗」は殷の王の武丁。「鬼方」は敵方の蛮族。「剛勇の王，高宗が敵を討つ。三年もかかって勝利を収める。小人は登用してはならない」。冒険心が首をもたげる時ですが、動けば間違いなく大きな危険と疲労を伴います。一般人のあなたはぐっと我慢して、独立、転職などは思い止まるべきです。
63,水火既済,4,0,平,「繻」は舟の水の漏るとこと。「衣〓」はぼろ切れ。「戒」警戒し疑うこと。「舟の水漏れをぼろ切れを詰めて塞ぐ。一日中警戒を怠らない」。ぼろが出始めた時です。いざという場合に備えて、細心の注意を払うことです。
63,水火既済,5,0,平,「〓祭」は質素な祭りのこと。「東隣では，牛を殺していけにえに供し、盛大に祭りを行なう。西隣りでは、質素に祭りを行ない、かえって福を受けている」。派手に振る舞って、外聞や見栄にこだわるよりも、質素であっても内容の充実を第一に図るべき時です。真心さえこもっていれば、人にも天にも充分通じるものです。
63,水火既済,6,0,平,「川を渡ろうとして首まで濡らしてしまった。危険である」。まさに溺れる寸前、身動きがとれずにあたふたしているような時です。才能も経験も不足しているのに、水火既済の戒めを守らず動き回った結果でしょう。再起も生命あってのもの、欲はかなぐり捨て即刻退くことです。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
64,火水未済,1,0,平,「小狐が自分の力をわきまえず川を渡ろうとして、尾を濡らしてしまう。恥ずかしいことだ」。あなたは焦っていませんか。高望みしていませんか。こういう状態で突き進めば必ず失敗します。まず川を渡るための実力をつけましょう。◎あなたの考え方、進み方に問題点があります。よく反省し、改めましょう。
64,火水未済,2,1,吉,「車輪を縄で縛りつけ、貞正を守って動かないで吉」。焦らず動かず、現状維持といったところです。心静かにチャンスを待つべし。
64,火水未済,3,-1,凶,「火水未済の時、進めば凶。周囲の者と相談の上、大川を渡る準備をするのはよろしい」。いつチャンスが訪れてもいいように、大きな人生目標の計画や準備に取りかかる時です。それには周囲の人の援助を求めることです。心構えはできていますか。
64,火水未済,4,1,吉,「鬼方」は敵方の蛮族のこと。「貞正にして吉。悔いはなくなる。行動を起こして敵を攻める。三年間の長期戦ではあるが、大国をもらうような功績をたてられる」。いよいよ前進する時です。多少時間がかかっても苦労が実り、大いに実績も上がることでしょう。放り出さずに頑張りぬくこと。
64,火水未済,5,1,吉,「貞正にして吉。悔いはない。君子の徳が輝いている。誠の心があり吉」。万事円満に運ぶ時です。輝くほどの誠実さをもって進みましょう。◎良い時です。
64,火水未済,6,0,平,「お酒を飲んでも誠の心がある。問題はない。ただ、飲みすぎて酒を首の周りにこぼしたり、驕る心があったりすると、せっかくの誠をもってしても得たものを失ってしまう｣。事が成就したのはいいのですが、気の緩みから失敗を招きやすい時です。図に乗らず、節制を心がけ、有終の美を飾るべく気を引き締めましょう。
